# PROM_URL=http://localhost:8070
# SERVICE=eurekaserver-ms
# RANGE=2025-11-12T18:22:50Z..2025-11-12T18:52:50Z UTC STEP=10s

## METRIC: error_rate
## PROMQL: rate(http_server_requests_seconds_count{{service="eurekaserver-ms",status=~"5.."}}[5m])
2025-11-12T18:22:50Z	0.005824
2025-11-12T18:23:00Z	0.001185
2025-11-12T18:23:10Z	0.006852
2025-11-12T18:23:20Z	0.010036
2025-11-12T18:23:30Z	0.007895
2025-11-12T18:23:40Z	0.006310
2025-11-12T18:23:50Z	0.008416
2025-11-12T18:24:00Z	0.003071
2025-11-12T18:24:10Z	0.004396
2025-11-12T18:24:20Z	0.007271
2025-11-12T18:24:30Z	0.000850
2025-11-12T18:24:40Z	0.011163
2025-11-12T18:24:50Z	0.002505
2025-11-12T18:25:00Z	0.005897
2025-11-12T18:25:10Z	0.010677
2025-11-12T18:25:20Z	0.000959
2025-11-12T18:25:30Z	0.009612
2025-11-12T18:25:40Z	0.000728
2025-11-12T18:25:50Z	0.006696
2025-11-12T18:26:00Z	0.011259
2025-11-12T18:26:10Z	0.004991
2025-11-12T18:26:20Z	0.004429
2025-11-12T18:26:30Z	0.008501
2025-11-12T18:26:40Z	0.009884
2025-11-12T18:26:50Z	0.003190
2025-11-12T18:27:00Z	0.000488
2025-11-12T18:27:10Z	0.000845
2025-11-12T18:27:20Z	0.003647
2025-11-12T18:27:30Z	0.011335
2025-11-12T18:27:40Z	0.011527
2025-11-12T18:27:50Z	0.001165
2025-11-12T18:28:00Z	0.008702
2025-11-12T18:28:10Z	0.006380
2025-11-12T18:28:20Z	0.002274
2025-11-12T18:28:30Z	0.006314
2025-11-12T18:28:40Z	0.002985
2025-11-12T18:28:50Z	0.007504
2025-11-12T18:29:00Z	0.002147
2025-11-12T18:29:10Z	0.008990
2025-11-12T18:29:20Z	0.004982
2025-11-12T18:29:30Z	0.001266
2025-11-12T18:29:40Z	0.007663
2025-11-12T18:29:50Z	0.004296
2025-11-12T18:30:00Z	0.005505
2025-11-12T18:30:10Z	0.007983
2025-11-12T18:30:20Z	0.010594
2025-11-12T18:30:30Z	0.002002
2025-11-12T18:30:40Z	0.002165
2025-11-12T18:30:50Z	0.004819
2025-11-12T18:31:00Z	0.004050
2025-11-12T18:31:10Z	0.001898
2025-11-12T18:31:20Z	0.011981
2025-11-12T18:31:30Z	0.005316
2025-11-12T18:31:40Z	0.004228
2025-11-12T18:31:50Z	0.003782
2025-11-12T18:32:00Z	0.011898
2025-11-12T18:32:10Z	0.003896
2025-11-12T18:32:20Z	0.004461
2025-11-12T18:32:30Z	0.009170
2025-11-12T18:32:40Z	0.005167
2025-11-12T18:32:50Z	0.008710
2025-11-12T18:33:00Z	0.007301
2025-11-12T18:33:10Z	0.006758
2025-11-12T18:33:20Z	0.002567
2025-11-12T18:33:30Z	0.009188
2025-11-12T18:33:40Z	0.011114
2025-11-12T18:33:50Z	0.003049
2025-11-12T18:34:00Z	0.011540
2025-11-12T18:34:10Z	0.005370
2025-11-12T18:34:20Z	0.004765
2025-11-12T18:34:30Z	0.008716
2025-11-12T18:34:40Z	0.011795
2025-11-12T18:34:50Z	0.007149
2025-11-12T18:35:00Z	0.006211
2025-11-12T18:35:10Z	0.011921
2025-11-12T18:35:20Z	0.003622
2025-11-12T18:35:30Z	0.003604
2025-11-12T18:35:40Z	0.002663
2025-11-12T18:35:50Z	0.010269
2025-11-12T18:36:00Z	0.000260
2025-11-12T18:36:10Z	0.009863
2025-11-12T18:36:20Z	0.008277
2025-11-12T18:36:30Z	0.003311
2025-11-12T18:36:40Z	0.006644
2025-11-12T18:36:50Z	0.006676
2025-11-12T18:37:00Z	0.011111
2025-11-12T18:37:10Z	0.001857
2025-11-12T18:37:20Z	0.000453
2025-11-12T18:37:30Z	0.004268
2025-11-12T18:37:40Z	0.001661
2025-11-12T18:37:50Z	0.004405
2025-11-12T18:38:00Z	0.006986
2025-11-12T18:38:10Z	0.002796
2025-11-12T18:38:20Z	0.009733
2025-11-12T18:38:30Z	0.001103
2025-11-12T18:38:40Z	0.004798
2025-11-12T18:38:50Z	0.011015
2025-11-12T18:39:00Z	0.008811
2025-11-12T18:39:10Z	0.008683
2025-11-12T18:39:20Z	0.009515
2025-11-12T18:39:30Z	0.002075
2025-11-12T18:39:40Z	0.009908
2025-11-12T18:39:50Z	0.008275
2025-11-12T18:40:00Z	0.006915
2025-11-12T18:40:10Z	0.010892
2025-11-12T18:40:20Z	0.007143
2025-11-12T18:40:30Z	0.003605
2025-11-12T18:40:40Z	0.008769
2025-11-12T18:40:50Z	0.006915
2025-11-12T18:41:00Z	0.000942
2025-11-12T18:41:10Z	0.000671
2025-11-12T18:41:20Z	0.009251
2025-11-12T18:41:30Z	0.004175
